STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,FR,France,2022,,2.3,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,FR,France,2023,,1.2,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,FR,France,2024,,0.9,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HR,Croatia,2020,,-7.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HR,Croatia,2021,,13.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HR,Croatia,2022,,7.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HR,Croatia,2023,,2.7,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HR,Croatia,2024,,4.0,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2020,,-4.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2021,,7.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2022,,4.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2023,,-0.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2024,,0.8,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2020,,5.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2021,,14.9,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2022,,6.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2023,,-7.2,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2024,,-0.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2020,,-8.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2021,,3.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2022,,6.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2023,,3.0,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2024,,-1.3,,e,estimated,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2020,,-8.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2021,,9.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2022,,5.0,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2023,,0.8,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2024,,0.8,,e,estimated,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2020,,0.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2021,,6.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2022,,1.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2023,,-1.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2024,,2.2,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2020,,-2.0,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2021,,5.3,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2022,,-3.2,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2023,,-2.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2024,,-0.6,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2020,,-2.8,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2021,,7.9,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2022,,1.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2023,,3.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2024,,0.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2020,,-15.2,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2021,,13.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2022,,6.8,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2023,,3.7,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2020,,-3.8,,e,estimated,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2021,,5.8,,e,estimated,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2022,,3.1,,e,estimated,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2023,,2.3,,e,estimated,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2020,,-5.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2021,,12.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2022,,1.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2023,,2.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2024,,2.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2020,,-4.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2021,,5.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2022,,4.0,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2023,,-1.6,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2024,,0.4,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2020,,-1.8,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2021,,3.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2022,,2.3,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2023,,-1.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2024,,1.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2020,,0.0,,b,break in time series,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2021,,7.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2022,,3.0,,b,break in time series,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2023,,0.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2024,,3.3,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2020,,-8.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2021,,5.3,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2022,,6.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2023,,1.6,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2024,,0.9,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2020,,-3.2,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2021,,6.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2022,,4.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2023,,2.3,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2024,,0.8,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2020,,-0.3,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2021,,9.0,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2022,,5.2,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2023,,4.5,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2024,,4.5,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2020,,-2.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2021,,4.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2022,,0.2,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2023,,-0.9,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2024,,0.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2020,,-4.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2021,,8.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2022,,2.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2023,,1.6,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2024,,1.3,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2020,,-2.7,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2021,,6.1,,b,break in time series,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2022,,0.1,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2023,,2.2,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2024,,2.0,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2020,,0.9,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2021,,10.4,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2022,,4.5,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV_PCH_PRE_HAB,"Chain linked volumes, percentage change on previous period, per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2023,,4.7,,,,,
