STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,subjnmon,Subjective and non-monetary indicator,hhtyp,Type of household,incgrp,Income situation in relation to the risk of poverty threshold,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,AT,Austria,2023,,3.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,AT,Austria,2024,,2.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BE,Belgium,2020,,4.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BE,Belgium,2021,,3.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BE,Belgium,2022,,4.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BE,Belgium,2023,,3.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BE,Belgium,2024,,4.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BG,Bulgaria,2020,,10.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BG,Bulgaria,2021,,7.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BG,Bulgaria,2022,,8.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BG,Bulgaria,2023,,5.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,BG,Bulgaria,2024,,6.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CH,Switzerland,2020,,2.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CH,Switzerland,2021,,1.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CH,Switzerland,2022,,1.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CH,Switzerland,2023,,2.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CY,Cyprus,2020,,7.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CY,Cyprus,2021,,7.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CY,Cyprus,2022,,5.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CY,Cyprus,2023,,3.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CY,Cyprus,2024,,3.2,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CZ,Czechia,2020,,1.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CZ,Czechia,2021,,1.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CZ,Czechia,2022,,1.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CZ,Czechia,2023,,2.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,CZ,Czechia,2024,,2.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DE,Germany,2020,,0.9,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DE,Germany,2021,,1.4,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DE,Germany,2022,,2.0,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DE,Germany,2023,,2.3,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DE,Germany,2024,,1.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DK,Denmark,2020,,2.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DK,Denmark,2021,,1.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DK,Denmark,2022,,2.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DK,Denmark,2023,,3.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,DK,Denmark,2024,,2.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EE,Estonia,2020,,1.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EE,Estonia,2021,,1.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EE,Estonia,2022,,1.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EE,Estonia,2023,,1.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EE,Estonia,2024,,1.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EL,Greece,2020,,28.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EL,Greece,2021,,28.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EL,Greece,2022,,28.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EL,Greece,2023,,28.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EL,Greece,2024,,25.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ES,Spain,2020,,6.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ES,Spain,2021,,5.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ES,Spain,2022,,5.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ES,Spain,2023,,6.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ES,Spain,2024,,6.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EU27_2020,European Union - 27 countries (from 2020),2020,,4.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EU27_2020,European Union - 27 countries (from 2020),2021,,4.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EU27_2020,European Union - 27 countries (from 2020),2022,,4.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EU27_2020,European Union - 27 countries (from 2020),2023,,4.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,EU27_2020,European Union - 27 countries (from 2020),2024,,4.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FI,Finland,2020,,1.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FI,Finland,2021,,1.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FI,Finland,2022,,1.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FI,Finland,2023,,1.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FI,Finland,2024,,1.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FR,France,2020,,4.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FR,France,2021,,3.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FR,France,2022,,4.9,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FR,France,2023,,5.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,FR,France,2024,,5.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HR,Croatia,2020,,6.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HR,Croatia,2021,,3.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HR,Croatia,2022,,3.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HR,Croatia,2023,,3.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HR,Croatia,2024,,2.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HU,Hungary,2020,,8.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HU,Hungary,2021,,6.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HU,Hungary,2022,,5.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HU,Hungary,2023,,5.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,HU,Hungary,2024,,4.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IE,Ireland,2020,,5.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IE,Ireland,2021,,4.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IE,Ireland,2022,,4.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IE,Ireland,2023,,4.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IE,Ireland,2024,,4.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IS,Iceland,2020,,2.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IT,Italy,2020,,5.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IT,Italy,2021,,6.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IT,Italy,2022,,4.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IT,Italy,2023,,3.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,IT,Italy,2024,,3.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LT,Lithuania,2020,,1.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LT,Lithuania,2021,,1.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LT,Lithuania,2022,,1.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LT,Lithuania,2023,,1.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LT,Lithuania,2024,,0.7,,p,provisional,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LU,Luxembourg,2020,,2.3,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LU,Luxembourg,2021,,2.0,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LU,Luxembourg,2022,,0.7,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LU,Luxembourg,2023,,1.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LU,Luxembourg,2024,,1.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LV,Latvia,2020,,4.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LV,Latvia,2021,,3.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LV,Latvia,2022,,2.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LV,Latvia,2023,,5.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,LV,Latvia,2024,,2.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ME,Montenegro,2020,,20.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ME,Montenegro,2021,,20.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,ME,Montenegro,2022,,15.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MK,North Macedonia,2020,,17.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MK,North Macedonia,2021,,13.8,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MK,North Macedonia,2022,,20.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MT,Malta,2020,,2.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MT,Malta,2021,,2.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MT,Malta,2022,,4.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MT,Malta,2023,,4.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,MT,Malta,2024,,3.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2020,,1.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2021,,1.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,A_MD60,Above 60% of median equivalised income,NL,Netherlands,2022,,0.8,,,,,
