STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2020,,3824.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2021,,4423.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2022,,5915.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2023,,6160.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2024,,6244.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2020,,475.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2021,,566.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2022,,749.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2023,,814.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2024,,851.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2020,,53265.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2021,,55937.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2022,,62118.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2023,,66532.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2024,,68006.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LI,Liechtenstein,2020,,86.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LI,Liechtenstein,2021,,104.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LI,Liechtenstein,2022,,145.7,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2020,,936.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2021,,1019.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2022,,1251.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2023,,1432.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2024,,1560.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2020,,969.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2021,,1135.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2022,,1233.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2023,,1342.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2024,,1449.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2020,,687.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2021,,701.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2022,,932.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2023,,1138.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2024,,1243.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2020,,107.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2021,,109.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2022,,144.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2023,,169.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2024,,187.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2020,,284.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2021,,331.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2022,,383.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2023,,434.6,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2024,,475.4,,e,estimated,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2020,,1899.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2021,,1873.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2022,,1592.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2023,,1720.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2024,,1765.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2020,,15701.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2021,,16310.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2022,,20027.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2023,,22265.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2024,,24633.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2020,,5479.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2021,,6396.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2022,,7240.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2023,,6993.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2024,,7331.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2020,,8605.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2021,,8478.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2022,,9976.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2023,,12613.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2024,,14107.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PT,Portugal,2020,,4502.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PT,Portugal,2021,,4689.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PT,Portugal,2022,,5878.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PT,Portugal,2023,,6577.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PT,Portugal,2024,,7014.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RO,Romania,2020,,5698.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RO,Romania,2021,,6216.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RO,Romania,2022,,7338.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RO,Romania,2023,,9110.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RO,Romania,2024,,10907.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RS,Serbia,2020,,1193.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RS,Serbia,2021,,1401.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RS,Serbia,2022,,1661.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RS,Serbia,2023,,1918.4,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",RS,Serbia,2024,,2213.3,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SE,Sweden,2020,,11755.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SE,Sweden,2021,,12969.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SE,Sweden,2022,,13727.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SE,Sweden,2023,,13978.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SE,Sweden,2024,,15171.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SI,Slovenia,2020,,879.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SI,Slovenia,2021,,968.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SI,Slovenia,2022,,1185.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SI,Slovenia,2023,,1273.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SI,Slovenia,2024,,1375.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SK,Slovakia,2020,,2323.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SK,Slovakia,2021,,3089.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SK,Slovakia,2022,,2504.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",SK,Slovakia,2023,,2717.8,,,,,
